Targeting,Match Type,Bid Value,Suggested lower bid range,Suggested upper bid range,Impressions,Spend,Click-Thru Rate (CTR),Total Return on Advertising Spend (RoAS),Clicks,14 Day Total Sales (₹),14 Day Conversion Rate,14 Day Total Units (#),14 Day Total Orders (#),Category
muscle pain,PHRASE,17.9,3.08479786058862,14.3717558418124,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
muscle pain,PHRASE,17.9,3.08479786058862,14.3717558418124,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
muscle pain,PHRASE,17.9,3.08479786058862,14.3717558418124,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
muscle pain,PHRASE,17.9,3.08479786058862,14.3717558418124,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
muscle pain,PHRASE,17.9,3.08479786058862,14.3717558418124,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
muscle pain,PHRASE,17.9,3.08479786058862,14.3717558418124,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
muscle pain,PHRASE,17.9,3.08479786058862,14.3717558418124,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
muscle pain,PHRASE,17.9,3.08479786058862,14.3717558418124,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
muscle pain,PHRASE,17.9,3.08479786058862,14.3717558418124,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
muscle pain,PHRASE,17.9,3.08479786058862,14.3717558418124,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
muscle pain,PHRASE,17.9,3.08479786058862,14.3717558418124,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
muscle pain,PHRASE,19.65,17.2755945951882,8.52350474103842,6.0,19.65,0.166666666666667,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
muscle pain,PHRASE,19.65,17.2755945951882,8.52350474103842,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
muscle pain,PHRASE,19.65,17.2755945951882,8.52350474103842,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
muscle pain,PHRASE,19.65,17.2755945951882,8.52350474103842,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
muscle pain,PHRASE,19.65,17.2755945951882,8.52350474103842,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
muscle pain,PHRASE,19.65,17.2755945951882,8.52350474103842,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
joint pain oil ayurvedic,PHRASE,17.54,0.33152468291441,25.6363911982527,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
joint pain oil ayurvedic,PHRASE,17.54,0.33152468291441,25.6363911982527,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
joint pain oil ayurvedic,PHRASE,17.54,0.33152468291441,25.6363911982527,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
joint pain oil ayurvedic,PHRASE,17.54,0.33152468291441,25.6363911982527,3.0,17.54,0.333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
joint pain oil ayurvedic,PHRASE,17.54,0.33152468291441,25.6363911982527,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
joint pain massage oil,PHRASE,12.16,11.85492017994,19.1257271794569,3.0,12.16,0.333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
joint pain massage oil,PHRASE,12.16,11.85492017994,19.1257271794569,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
joint pain massage oil,PHRASE,12.16,11.85492017994,19.1257271794569,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
joint pain massage oil,PHRASE,12.16,11.85492017994,19.1257271794569,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
joint pain massage oil,PHRASE,87.97,58.3114288669235,162.89523379849,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
pain relieving oil,PHRASE,87.97,58.3114288669235,162.89523379849,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
pain relieving oil,PHRASE,87.97,58.3114288669235,162.89523379849,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
pain relieving oil,PHRASE,87.97,58.3114288669235,162.89523379849,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
pain relieving oil,PHRASE,87.97,58.3114288669235,162.89523379849,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
pain relieving oil,PHRASE,87.97,58.3114288669235,162.89523379849,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
pain relieving oil,PHRASE,87.97,58.3114288669235,162.89523379849,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
pain relieving oil,PHRASE,87.97,58.3114288669235,162.89523379849,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
pain relieving oil,PHRASE,87.97,58.3114288669235,162.89523379849,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
pain relieving oil,PHRASE,87.97,58.3114288669235,162.89523379849,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
pain relieving oil,PHRASE,87.97,58.3114288669235,162.89523379849,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
pain relieving oil,PHRASE,87.97,58.3114288669235,162.89523379849,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
pain relieving oil,PHRASE,87.97,58.3114288669235,162.89523379849,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
pain relieving oil,PHRASE,87.97,58.3114288669235,162.89523379849,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
pain relieving oil,PHRASE,87.97,58.3114288669235,162.89523379849,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
pain relieving oil,PHRASE,87.97,58.3114288669235,162.89523379849,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
pain relieving oil,PHRASE,87.97,58.3114288669235,162.89523379849,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
pain relieving oil,PHRASE,87.97,58.3114288669235,162.89523379849,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
pain relieving oil,PHRASE,87.97,58.3114288669235,162.89523379849,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
pain relieving oil,PHRASE,87.97,58.3114288669235,162.89523379849,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
pain relieving oil,PHRASE,87.97,58.3114288669235,162.89523379849,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
pain relieving oil,PHRASE,87.97,58.3114288669235,162.89523379849,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
pain relieving oil,PHRASE,87.97,58.3114288669235,162.89523379849,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
pain relieving oil,PHRASE,87.97,58.3114288669235,162.89523379849,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
pain relieving oil,PHRASE,87.97,58.3114288669235,162.89523379849,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
pain relieving oil,PHRASE,87.97,58.3114288669235,162.89523379849,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
pain relieving oil,PHRASE,87.97,58.3114288669235,162.89523379849,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
pain relieving oil,PHRASE,87.97,58.3114288669235,162.89523379849,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
pain relieving oil,PHRASE,87.97,58.3114288669235,162.89523379849,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
pain relieving oil,PHRASE,87.97,58.3114288669235,162.89523379849,389.0,87.97,0.0025706940874036,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
knee oil,PHRASE,26.33,13.1930520049296,20.7822101751053,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee oil,PHRASE,26.33,13.1930520049296,20.7822101751053,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee oil,PHRASE,26.33,13.1930520049296,20.7822101751053,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee oil,PHRASE,26.33,13.1930520049296,20.7822101751053,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee oil,PHRASE,26.33,13.1930520049296,20.7822101751053,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee oil,PHRASE,26.33,13.1930520049296,20.7822101751053,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee oil,PHRASE,26.33,13.1930520049296,20.7822101751053,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee oil,PHRASE,26.33,13.1930520049296,20.7822101751053,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee oil,PHRASE,26.33,13.1930520049296,20.7822101751053,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee oil,PHRASE,26.33,13.1930520049296,20.7822101751053,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee oil,PHRASE,26.33,13.1930520049296,20.7822101751053,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee oil,PHRASE,26.33,13.1930520049296,20.7822101751053,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee oil,PHRASE,26.33,13.1930520049296,20.7822101751053,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee oil,PHRASE,26.33,13.1930520049296,20.7822101751053,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee oil,PHRASE,26.33,13.1930520049296,20.7822101751053,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee oil,PHRASE,26.33,13.1930520049296,20.7822101751053,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee oil,PHRASE,26.33,13.1930520049296,20.7822101751053,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee oil,PHRASE,26.33,13.1930520049296,20.7822101751053,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee oil,PHRASE,26.33,13.1930520049296,20.7822101751053,78.0,26.33,0.0128205128205128,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
knee oil,PHRASE,26.33,13.1930520049296,20.7822101751053,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee oil,PHRASE,26.33,13.1930520049296,20.7822101751053,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee oil,PHRASE,26.33,13.1930520049296,20.7822101751053,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee oil,PHRASE,26.33,13.1930520049296,20.7822101751053,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee oil,PHRASE,35.55,2.91124214407461,17.8171811249656,9.0,35.55,0.111111111111111,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
knee oil,PHRASE,35.55,2.91124214407461,17.8171811249656,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee oil,PHRASE,35.55,2.91124214407461,17.8171811249656,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee oil,PHRASE,35.55,2.91124214407461,17.8171811249656,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee oil,PHRASE,35.55,2.91124214407461,17.8171811249656,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee oil,PHRASE,35.55,2.91124214407461,17.8171811249656,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
joint pain relief,PHRASE,17.06,16.4127074655617,31.034610820748,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
joint pain relief,PHRASE,17.06,16.4127074655617,31.034610820748,60.0,17.06,0.0166666666666667,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
joint pain relief,PHRASE,17.06,16.4127074655617,31.034610820748,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
joint pain relief,PHRASE,17.06,16.4127074655617,31.034610820748,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
joint pain relief,PHRASE,36.64,7.63419397691182,20.3725740163699,50.0,36.64,0.02,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
joint pain relief,PHRASE,36.64,7.63419397691182,20.3725740163699,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
joint pain relief,PHRASE,36.64,7.63419397691182,20.3725740163699,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
joint pain relief,PHRASE,36.64,7.63419397691182,20.3725740163699,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
joint pain relief,PHRASE,36.64,7.63419397691182,20.3725740163699,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
joint pain relief,PHRASE,36.64,7.63419397691182,20.3725740163699,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
joint pain relief,PHRASE,22.645,13.9599212674987,14.8545223041139,36.0,45.29,0.0555555555555556,0.0,2.0,0.0,0.0,0.0,0.0,['Косметика']
joint pain relief,PHRASE,22.645,13.9599212674987,14.8545223041139,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
joint pain relief,PHRASE,22.645,13.9599212674987,14.8545223041139,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
joint pain relief,PHRASE,22.645,13.9599212674987,14.8545223041139,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
joint pain relief,PHRASE,22.645,13.9599212674987,14.8545223041139,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
joint pain relief,PHRASE,22.645,13.9599212674987,14.8545223041139,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
joint pain relief,PHRASE,24.66,1.75435158538765,14.661556388501,29.0,24.66,0.0344827586206897,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
joint pain relief,PHRASE,39.34,28.3287960562182,68.4961712833566,35.0,39.34,0.0285714285714286,6.74072191154042,1.0,265.18,1.0,1.0,1.0,['Косметика']
joint pain relief,PHRASE,39.34,28.3287960562182,68.4961712833566,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
joint pain relief,PHRASE,39.34,28.3287960562182,68.4961712833566,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
joint pain relief,PHRASE,39.34,28.3287960562182,68.4961712833566,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
back pain oil,PHRASE,42.6,40.8346865902337,75.2021775570671,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
back pain oil,PHRASE,42.6,40.8346865902337,75.2021775570671,36.0,42.6,0.0277777777777778,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
back pain oil,PHRASE,42.6,40.8346865902337,75.2021775570671,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
back pain oil,PHRASE,42.6,40.8346865902337,75.2021775570671,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
back pain oil,PHRASE,42.6,40.8346865902337,75.2021775570671,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
back pain oil,PHRASE,31.43,21.8657138105616,60.6435589122964,123.0,31.43,0.00813008130081301,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
back pain oil,PHRASE,35.705,23.9867297388521,61.9699488298664,143.0,71.41,0.013986013986014,0.0,2.0,0.0,0.0,0.0,0.0,['Косметика']
back pain oil,PHRASE,35.705,23.9867297388521,61.9699488298664,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
back pain oil,PHRASE,35.705,23.9867297388521,61.9699488298664,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
back pain oil,PHRASE,12.04,5.2360359012747,22.4049458454257,130.0,12.04,0.00769230769230769,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
back pain oil,PHRASE,16.15,7.81360621424672,3.13681093342362,105.0,16.15,0.00952380952380953,19.8476780185759,1.0,320.54,1.0,1.0,1.0,['Косметика']
back pain oil,PHRASE,7.53,2.59684325145237,0.580291479145069,111.0,7.53,0.00900900900900901,40.1965471447543,1.0,302.68,1.0,1.0,1.0,['Косметика']
back pain oil,PHRASE,7.53,2.59684325145237,0.580291479145069,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
back pain oil,PHRASE,7.53,2.59684325145237,0.580291479145069,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
back pain oil,PHRASE,25.18,0.647017895518423,20.0331003822036,135.0,25.18,0.00740740740740741,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
back pain oil,PHRASE,25.18,0.647017895518423,20.0331003822036,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
back pain oil,PHRASE,25.18,0.647017895518423,20.0331003822036,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
back pain oil,PHRASE,25.18,0.647017895518423,20.0331003822036,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
back pain oil,PHRASE,25.18,0.647017895518423,20.0331003822036,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
back pain oil,PHRASE,25.18,0.647017895518423,20.0331003822036,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
back pain oil,PHRASE,25.18,0.647017895518423,20.0331003822036,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
back pain oil,PHRASE,49.83,37.247417718964,30.3810208584758,296.0,49.83,0.00337837837837838,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
back pain oil,PHRASE,49.83,37.247417718964,30.3810208584758,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
back pain oil,PHRASE,60.0,9.93809116045623,79.1065660187986,68.0,60.0,0.0147058823529412,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
back pain oil,PHRASE,60.0,9.93809116045623,79.1065660187986,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
back pain oil,PHRASE,26.95,25.9916440091038,28.1794058126,85.0,26.95,0.0117647058823529,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
back pain oil,PHRASE,26.95,25.9916440091038,28.1794058126,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
back pain oil,PHRASE,26.95,25.9916440091038,28.1794058126,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
back pain oil,PHRASE,26.95,25.9916440091038,28.1794058126,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
pain oil massage,PHRASE,17.363999999999997,0.33,25.63855647930108,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
pain oil massage,PHRASE,26.454,13.190610400985921,20.780884070042116,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
pain oil massage,PHRASE,26.454,13.190610400985921,20.780884070042116,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
pain oil massage,PHRASE,17.363999999999997,0.33,25.63855647930108,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain relief products,PHRASE,87.97,58.31,162.899046759698,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain relief products,PHRASE,87.97,58.31,162.899046759698,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain relief oil,PHRASE,31.497000000000003,19.386000000000003,45.24998976597328,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain relief oil,PHRASE,32.148,19.56543752708501,57.58507923629524,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain relief oil,PHRASE,15.506,3.20775921827463,8.360678372269735,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain relief oil,PHRASE,19.490000000000002,15.690000000000001,18.172,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain relief oil,PHRASE,28.752000000000002,11.214,37.504,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain relief oil,PHRASE,67.166,58.3105715467694,121.507046759698,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain relief oil,PHRASE,19.490000000000002,15.690000000000001,18.172,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain relief oil,PHRASE,53.934000000000005,29.201999999999998,31.4,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain relief oil,PHRASE,25.935999999999996,6.814,40.33,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain relief oil,PHRASE,49.16,30.5736256387076,96.0778028651807,95.0,98.32,0.0210526315789474,0.0,2.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain relief oil,PHRASE,23.953000000000003,2.076,26.242904460822775,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain relief oil,PHRASE,26.330000000000002,2.06,28.894,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain relief oil,PHRASE,87.97,58.31,162.899046759698,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain relief oil,PHRASE,32.385999999999996,14.789999999999997,36.24024000000001,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain relief oil,PHRASE,40.784000000000006,35.830937318046736,72.52043551141341,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain relief oil,PHRASE,32.35600000000001,22.913999999999998,31.102514803273984,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain relief oil,PHRASE,24.174,2.06,28.389999999999997,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain relief oil,PHRASE,23.06,6.817047367457489,16.67644203502106,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain relief oil,PHRASE,67.166,58.3105715467694,121.507046759698,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain relief oil,PHRASE,31.863999999999997,17.154000000000003,47.204,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain relief oil,PHRASE,24.174,2.06,28.389999999999997,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain relief oil,PHRASE,23.06,6.817047367457489,16.67644203502106,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain relief oil,PHRASE,22.725,2.0700000000000003,24.35490446082278,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain relief oil,PHRASE,23.952999999999996,2.0700000000000003,26.24290446082278,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain relief oil,PHRASE,17.363999999999997,0.33,25.63855647930108,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain relief oil,PHRASE,43.11999999999999,41.03,45.7,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain relief oil,PHRASE,21.89,17.1588828646554,39.7335758616955,40.0,21.89,0.025,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain relief oil,PHRASE,28.320999999999998,14.789999999999997,31.419999999999998,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
oil joint pain relief,PHRASE,31.890000000000004,14.789999999999997,33.472120000000004,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
oil joint pain relief,PHRASE,31.889999999999997,7.022248428814922,15.838032955136379,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
oil joint pain relief,PHRASE,31.889999999999997,7.022248428814922,15.838032955136379,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
oil joint pain relief,PHRASE,25.05,18.16,26.57,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
oil joint pain relief,PHRASE,31.889999999999997,7.022248428814922,15.838032955136379,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
oil joint pain relief,PHRASE,31.890000000000004,14.789999999999997,33.472120000000004,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
oil joint pain relief,PHRASE,27.330000000000002,2.41,27.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
oil joint pain relief,PHRASE,31.890000000000004,14.789999999999997,33.472120000000004,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
oil joint pain relief,PHRASE,31.889999999999997,7.022248428814922,15.838032955136379,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
oil joint pain relief,PHRASE,25.05,18.16,26.57,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
